MARITAL_STATUS,STATE,CREDIT_BALANCE,CUSTOMER_TENURE,MORTGAGE_AMOUNT,BANK_FUNDS,NUM_DEPENDENTS,HAS_CHILDREN,INCOME,GENDER,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOME_OWNERSHIP,NUM_ONLINE_TRANS,BUY_INSURANCE,MONTHLY_CHECKS,NUM_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,TOTAL_AUTOM_PAYMENTS,NUM_TRANS_TELLER,CHECKING_BALANCE,NUM_TRANS_ATM,LTV_BIN,NUM_MORTGAGES,CAR_OWNERSHIP
MARRIED,Michigan,0,1,1800,2202,1,1,67640,M,Customer Service,800,Midwest,1,702,Yes,8,2,48,53.45,4483,3,3692,4,HIGH,1,1
SINGLE,District of Columbia,0,2,600,0,0,0,64836,M,Customer Service,900,NorthEast,1,600,No,0,2,47,53.06,506,1,25,0,VERY HIGH,1,1
MARRIED,New York,0,3,1008,300,3,0,62340,M,Customer Service,500,NorthEast,1,1008,Yes,2,2,22,54.23,799,2,25,5,HIGH,1,1
MARRIED,District of Columbia,30975,5,1110,2820,5,0,72284,F,Undefined,1500,NorthEast,1,720,No,4,2,39,54.2,34254,1,25,5,HIGH,1,1
MARRIED,Colorado,0,4,837,1150,4,0,57754,M,Customer Service,900,West,1,837,Yes,10,2,34,54.35,1151,3,25,5,MEDIUM,1,1
SINGLE,Florida,0,2,0,0,0,0,66729,M,Healthcare,500,South,0,0,No,0,2,41,53.06,502,1,25,0,MEDIUM,0,1
DIVORCED,California,0,3,2500,5850,3,1,59004,M,Undefined,1500,West,1,1000,No,9,4,55,53.5,3187,4,2535,4,MEDIUM,1,1
MARRIED,Nevada,0,1,1100,0,1,1,68442,F,Healthcare,1000,Southwest,2,1100,No,0,2,47,53.06,506,1,25,0,VERY HIGH,2,1
MARRIED,New York,0,2,1800,3350,2,1,62060,M,Transportation,900,NorthEast,1,950,Yes,13,8,31,54.54,1167,1,25,5,MEDIUM,1,1
MARRIED,New York,0,3,1500,301,3,1,63061,M,IT,500,NorthEast,1,1500,No,2,4,21,53.18,588,2,25,3,MEDIUM,1,1
WIDOWED,New York,39712,4,5500,23200,1,1,69990,F,Finance,1300,NorthEast,2,3800,No,4,1,54,54.22,40800,5,142,5,VERY HIGH,2,1
MARRIED,Florida,0,3,1500,751,3,0,62638,M,Undefined,1500,South,1,1,No,4,4,36,53.2,4080,3,2875,3,HIGH,1,1
SINGLE,Minnesota,0,2,0,6372,0,1,64209,M,Administrative and Clerical,600,West,0,936,Yes,2,1,44,53.8,2001,4,288,4,MEDIUM,0,1
SINGLE,District of Columbia,0,2,0,9024,0,1,64601,M,Customer Service,600,NorthEast,0,2262,No,16,2,39,54.32,18879,4,16592,5,MEDIUM,0,1
WIDOWED,Nevada,0,1,8000,23750,1,0,63759,F,Administrative and Clerical,5000,Southwest,1,5000,No,2,2,50,52.42,7046,1,109,2,HIGH,1,1
WIDOWED,New York,0,1,8000,26600,1,1,57916,F,Public Safety,1000,NorthEast,1,5000,No,3,2,52,54.98,11795,3,11284,5,HIGH,1,1
DIVORCED,New York,8077,2,4000,4700,2,1,63721,F,Transportation,900,NorthEast,1,4000,No,2,2,35,54.62,14064,1,5121,5,MEDIUM,1,1
MARRIED,Nevada,0,1,8000,11000,1,1,66364,F,Undefined,1100,Southwest,1,3000,Yes,4,10,42,57.57,6565,3,193,6,HIGH,1,1
MARRIED,New York,0,1,6500,24200,1,1,75201,F,Administrative and Clerical,1500,NorthEast,1,4000,No,2,1,40,54.54,1318,3,25,5,HIGH,1,1
DIVORCED,New York,0,3,3500,0,3,1,61859,M,IT,2000,NorthEast,1,3500,No,0,3,35,53.08,1587,1,25,1,MEDIUM,1,1
MARRIED,Michigan,0,5,1000,0,5,1,66038,F,Undefined,500,Midwest,1,1000,No,0,3,35,53.06,507,0,25,0,MEDIUM,1,1
SINGLE,Michigan,0,2,0,0,0,0,69375,M,Administrative and Clerical,1100,Midwest,0,0,No,0,3,0,53.06,524,0,25,0,LOW,0,1
SINGLE,Michigan,0,2,0,0,0,1,63033,M,IT,900,Midwest,0,0,No,4,3,34,52.94,2003,0,1494,2,MEDIUM,0,1
MARRIED,New Mexico,0,1,1041,0,1,0,60284,F,Undefined,1500,Southwest,1,1041,No,6,3,24,53.12,518,1,25,2,HIGH,1,1
DIVORCED,California,0,5,2000,550,5,1,69841,F,IT,1500,West,1,2000,No,6,3,47,53.29,1418,2,25,3,MEDIUM,1,1
DIVORCED,California,0,2,2402,2121,2,1,60064,F,Construction and Trades,1500,West,1,921,No,17,3,41,53.75,1834,1,1012,4,MEDIUM,1,1
DIVORCED,California,28629,1,4000,10200,1,1,62755,F,Administrative and Clerical,1600,West,1,1600,Yes,2,7,45,53.39,30426,2,117,4,HIGH,1,1
SINGLE,Nevada,0,2,0,1898,0,1,63438,M,Healthcare,600,Southwest,0,348,Yes,7,3,35,53.8,869,2,25,4,MEDIUM,0,1
MARRIED,California,0,3,1200,500,3,1,54966,M,Construction and Trades,1500,West,1,1200,Yes,4,3,40,53.43,1048,2,216,4,MEDIUM,1,1
MARRIED,California,0,3,1500,0,3,1,70955,M,IT,900,West,1,1500,No,4,8,42,54.57,594,1,80,5,HIGH,1,1
DIVORCED,Michigan,0,1,2000,5450,1,1,74913,F,IT,1500,Midwest,1,1000,Yes,4,3,39,55.85,2856,4,25,6,HIGH,1,1
SINGLE,New York,0,3,280,0,3,0,66775,M,Construction and Trades,700,NorthEast,1,280,No,6,3,34,53.05,604,0,25,2,HIGH,1,1
MARRIED,New York,0,2,5000,14455,0,0,60547,M,Administrative and Clerical,500,NorthEast,1,4505,No,7,3,43,53.18,1263,5,458,3,VERY HIGH,1,1
SINGLE,California,0,3,240,0,3,0,59206,M,Undefined,1000,West,1,240,No,0,4,23,53.07,0,0,25,1,HIGH,1,1
DIVORCED,District of Columbia,0,1,2800,2200,1,1,70149,M,Transportation,1500,NorthEast,1,400,Yes,3,4,38,54.05,335,1,25,5,HIGH,1,1
MARRIED,New York,0,1,7000,0,1,1,70739,F,Transportation,1300,NorthEast,1,7000,No,1,3,46,53.08,926,1,25,1,HIGH,1,1
DIVORCED,California,0,4,2000,4000,1,1,60025,F,Education,1200,West,1,1300,No,4,2,57,52.9,1517,1,25,2,HIGH,1,1
SINGLE,California,0,2,450,0,0,0,66154,M,Administrative and Clerical,900,West,1,450,No,1,3,45,53.07,612,0,25,1,VERY HIGH,1,1
DIVORCED,California,0,1,3000,3500,1,1,62571,F,IT,1500,West,1,3000,No,11,3,44,55.78,13817,1,11153,6,HIGH,1,1
SINGLE,Michigan,0,3,0,0,3,1,66640,M,IT,900,Midwest,0,0,No,2,3,38,53.15,638,0,32,2,LOW,0,1
DIVORCED,New York,0,1,3500,5000,1,1,68805,F,Creative Media,1200,NorthEast,1,1400,No,13,3,57,53.21,1519,1,981,3,HIGH,1,1
DIVORCED,California,5607,2,2318,1801,0,1,61642,M,Customer Service,500,West,1,2318,No,2,3,44,53.94,26083,3,18756,4,HIGH,1,1
MARRIED,California,0,1,1100,0,1,0,75629,M,Public Safety,1400,West,1,1100,No,2,3,44,53.19,1860,1,1351,3,VERY HIGH,1,1
DIVORCED,Florida,0,3,2500,4050,3,1,60243,M,Healthcare,500,South,1,750,Yes,13,3,32,55.01,6232,1,4588,5,MEDIUM,1,1
DIVORCED,Nevada,0,3,2000,4350,3,1,74975,M,Childcare and Home,1500,Southwest,1,800,Yes,2,8,37,54.5,6587,4,5004,5,HIGH,1,1
DIVORCED,Nevada,0,2,3500,10256,2,1,60418,M,Administrative and Clerical,2000,Southwest,1,2156,Yes,4,1,45,54.28,1489,3,25,5,MEDIUM,1,1
DIVORCED,Illinois,0,1,4000,6600,1,1,64297,F,Undefined,500,Midwest,1,1600,Yes,3,6,32,55.58,2630,4,25,6,HIGH,1,1
DIVORCED,Michigan,0,1,3860,9200,1,1,64819,F,Education,1500,Midwest,1,1500,No,16,3,38,53.86,5366,6,3490,4,HIGH,1,1
MARRIED,Michigan,0,1,5000,13700,1,1,72198,F,Administrative and Clerical,1300,Midwest,1,1200,Yes,2,3,45,56.48,2352,7,25,6,HIGH,1,1
DIVORCED,California,0,5,2176,3550,5,1,70446,F,Public Safety,1000,West,1,650,Yes,4,3,44,54.8,2215,1,25,5,MEDIUM,1,1
SINGLE,California,0,2,0,1550,0,1,53998,M,Undefined,1700,West,0,0,No,12,3,48,54.98,40868,1,2138,5,MEDIUM,0,1
MARRIED,Michigan,0,4,872,1000,4,1,57975,M,Healthcare,1300,Midwest,2,872,No,12,3,38,53.93,20604,2,20529,4,HIGH,2,1
SINGLE,Nevada,0,3,0,0,3,0,60115,M,Administrative and Clerical,600,Southwest,0,0,No,2,3,38,53.03,1655,0,25,2,MEDIUM,0,1
MARRIED,Minnesota,0,1,1700,1800,1,0,76217,M,IT,1500,West,1,300,Yes,3,3,37,54.4,1255,3,25,5,VERY HIGH,1,1
SINGLE,Texas,0,2,0,10100,0,1,66123,M,Administrative and Clerical,500,Southwest,0,3000,No,4,3,36,53.01,1015,4,228,2,MEDIUM,0,1
MARRIED,California,0,2,976,0,2,1,61637,M,Undefined,600,West,1,976,No,15,3,43,53.41,717,1,201,4,MEDIUM,1,1
DIVORCED,Michigan,0,1,2144,4850,1,0,59047,F,Undefined,900,Midwest,1,1250,No,4,3,34,53.43,1593,1,861,4,HIGH,1,1
DIVORCED,Minnesota,0,5,4500,3001,1,1,67871,F,Transportation,1500,West,1,1,Yes,3,8,36,55.38,2840,1,25,5,HIGH,1,1
DIVORCED,New York,0,4,1900,2600,3,1,60671,F,Undefined,900,NorthEast,2,1900,No,15,3,51,53.33,933,1,403,3,VERY HIGH,2,1
DIVORCED,California,0,4,3000,0,3,0,65050,M,Undefined,900,West,1,3000,No,0,3,50,53.06,506,0,25,0,HIGH,1,1
WIDOWED,New York,0,5,6000,0,5,1,81649,F,IT,3500,NorthEast,1,6000,No,2,1,50,59.95,2710,1,25,7,HIGH,1,1
DIVORCED,Illinois,0,5,2500,2200,5,1,62627,F,IT,500,Midwest,1,500,Yes,2,1,26,54.89,1514,1,25,5,MEDIUM,1,1
MARRIED,Minnesota,0,3,1500,2145,3,1,69572,M,Transportation,900,West,1,945,No,16,3,35,53.44,1226,2,603,4,MEDIUM,1,1
SINGLE,New York,0,2,0,701,0,1,68136,M,Customer Service,700,NorthEast,0,0,No,2,3,47,53.12,1432,3,746,2,MEDIUM,0,1
DIVORCED,Mississippi,29792,2,1954,2150,1,1,67940,F,Healthcare,1500,South,1,550,No,3,3,37,54.32,31853,1,25,5,HIGH,1,1
MARRIED,New York,0,3,1000,3309,3,1,70810,M,Administrative and Clerical,1000,NorthEast,1,1309,Yes,1,3,30,53.62,1505,1,25,4,MEDIUM,1,1
DIVORCED,California,0,2,2687,0,0,1,68853,M,Administrative and Clerical,900,West,1,2687,No,0,3,46,53.06,504,1,25,0,HIGH,1,1
MARRIED,Illinois,4159,1,987,601,1,1,61777,M,Healthcare,1300,Midwest,1,1,No,14,3,31,53.61,6858,1,2084,4,HIGH,1,1
WIDOWED,New York,15053,1,5000,7100,1,1,54744,M,Education,3000,NorthEast,1,1100,No,3,1,51,55.59,25370,4,25,6,HIGH,1,1
DIVORCED,Florida,0,1,2590,1000,1,1,61482,F,Undefined,500,South,1,2590,No,9,3,34,53.34,1057,3,515,3,HIGH,1,1
SINGLE,Michigan,0,1,600,400,1,1,65298,M,Childcare and Home,500,Midwest,1,600,No,12,6,35,53.66,2957,2,840,4,HIGH,1,1
MARRIED,California,0,3,1000,650,3,0,60479,M,IT,900,West,1,1000,Yes,16,2,43,53.32,732,2,25,3,HIGH,1,1
MARRIED,Ohio,0,1,1800,2000,1,1,59127,M,Childcare and Home,900,Midwest,1,350,No,15,3,29,53.74,883,1,364,4,MEDIUM,1,1
DIVORCED,Florida,0,3,2500,3950,3,0,70925,M,Undefined,900,South,1,650,No,15,3,32,53.23,7638,1,4798,3,HIGH,1,1
DIVORCED,North Carolina,0,5,3500,2900,5,0,66071,F,Public Safety,500,South,1,1400,Yes,4,3,37,54.75,1819,1,25,5,HIGH,1,1
MARRIED,District of Columbia,0,1,1216,0,1,1,59982,M,Customer Service,500,NorthEast,1,1216,No,0,3,31,53.06,509,2,25,0,MEDIUM,1,1
MARRIED,Michigan,10703,1,6000,24450,1,1,59165,F,Undefined,900,Midwest,1,3800,No,2,3,37,52.08,21522,3,25,2,MEDIUM,1,1
DIVORCED,District of Columbia,0,3,2200,3450,3,1,70392,M,Childcare and Home,1100,NorthEast,1,650,No,12,3,32,53.49,917,1,25,4,MEDIUM,1,1
SINGLE,New York,0,2,0,0,0,0,65799,M,Childcare and Home,1000,NorthEast,0,0,No,0,3,0,53.06,502,0,25,0,LOW,0,1
MARRIED,Michigan,0,1,1500,1800,1,1,59513,F,Undefined,1300,Midwest,1,1500,Yes,4,3,44,53.2,1385,1,311,3,HIGH,1,1
DIVORCED,New York,0,4,2339,2900,3,1,59272,M,Public Safety,1500,NorthEast,1,500,No,2,3,41,53.1,974,4,406,2,MEDIUM,1,1
DIVORCED,Nevada,4059,3,2500,4375,3,1,72649,M,Public Safety,1500,Southwest,1,975,No,18,3,43,53.07,5748,1,353,1,HIGH,1,1
DIVORCED,California,0,1,3000,1801,1,0,60655,F,Undefined,900,West,1,3000,No,3,0,45,53.3,9552,4,25,3,HIGH,1,1
DIVORCED,New York,0,1,3360,1900,1,1,69617,M,Undefined,1000,NorthEast,1,300,Yes,4,1,30,56.59,2529,2,25,6,HIGH,1,1
MARRIED,Michigan,0,5,1500,1600,5,1,65265,F,Undefined,1000,Midwest,1,300,No,3,1,26,53.61,1480,3,1467,4,MEDIUM,1,1
SINGLE,Michigan,0,3,0,0,3,0,64255,M,Undefined,1500,Midwest,0,0,No,1,1,28,53.14,0,0,25,2,MEDIUM,0,0
DIVORCED,Michigan,0,1,2513,1150,1,0,70749,M,Construction and Trades,1000,Midwest,1,2513,No,11,1,48,54.13,6248,3,466,5,VERY HIGH,1,1
SINGLE,Florida,0,2,0,14000,0,0,60431,M,Administrative and Clerical,900,South,0,0,No,15,0,0,53.55,1001,5,25,4,LOW,0,1
SINGLE,New York,63688,3,0,0,3,1,67102,M,Education,1000,NorthEast,0,0,No,13,0,0,54.03,68515,4,1167,5,LOW,0,1
WIDOWED,Michigan,31643,4,8000,20600,1,1,63392,F,Undefined,4000,Midwest,2,2500,Yes,4,0,73,56.05,36251,5,45,6,VERY HIGH,2,1
WIDOWED,New York,32,1,8000,19750,1,1,61392,F,Administrative and Clerical,1000,NorthEast,1,5000,No,2,2,67,54.17,3929,1,25,5,HIGH,1,1
MARRIED,Ohio,42747,1,1700,950,1,1,64091,F,Creative Media,1000,Midwest,2,1700,No,5,0,76,54.55,56620,3,10219,5,VERY HIGH,2,1
MARRIED,Michigan,0,5,1600,2650,5,1,72190,F,Administrative and Clerical,1500,Midwest,1,1600,No,16,2,27,53.79,4223,1,3707,4,MEDIUM,1,1
MARRIED,Illinois,0,1,5000,9000,1,1,63157,F,IT,1400,Midwest,1,1950,Yes,3,10,43,53.31,3406,3,1247,3,HIGH,1,1
MARRIED,Michigan,0,5,1500,2535,5,1,71890,F,Public Safety,1500,Midwest,1,585,No,2,2,48,53.01,1523,8,67,2,MEDIUM,1,1
DIVORCED,Louisiana,0,1,1903,1201,1,1,62205,M,Creative Media,1300,South,1,1903,No,12,2,57,53.33,870,3,353,3,HIGH,1,1
DIVORCED,California,0,4,1900,1951,2,1,69077,M,Healthcare,800,West,1,1,No,9,2,57,53.14,7781,1,6488,2,HIGH,1,1
MARRIED,New York,0,1,1000,1050,1,1,67820,M,Undefined,700,NorthEast,1,1000,Yes,3,6,59,54.18,11766,3,10558,5,HIGH,1,1
MARRIED,Michigan,0,1,1590,1501,1,0,67163,F,IT,1500,Midwest,1,1590,No,4,2,49,53.08,1113,3,181,1,VERY HIGH,1,1
MARRIED,New York,0,3,1001,800,3,1,60469,M,IT,1000,NorthEast,1,1001,Yes,3,2,26,53.38,1091,3,887,3,MEDIUM,1,1
MARRIED,New York,0,2,1500,0,0,1,57922,M,Undefined,900,NorthEast,1,1500,No,1,2,46,53.08,575,1,25,1,HIGH,1,1
MARRIED,New York,2178,5,5000,8850,5,1,68069,F,Administrative and Clerical,3000,NorthEast,1,1500,No,4,2,27,53.84,16470,2,13091,4,MEDIUM,1,1
MARRIED,New York,3262,2,700,0,2,0,62599,M,Undefined,500,NorthEast,1,700,No,9,2,28,53.11,3813,0,40,2,HIGH,1,1
MARRIED,Minnesota,0,1,778,0,1,0,60473,M,Undefined,900,West,1,778,No,14,2,52,53.36,3964,0,3245,3,HIGH,1,1
MARRIED,New York,0,3,900,1051,3,1,58753,M,Healthcare,1500,NorthEast,1,1,Yes,7,2,25,53.49,713,3,123,4,MEDIUM,1,1
MARRIED,District of Columbia,0,3,1400,1700,3,1,68980,M,Customer Service,900,NorthEast,1,1400,Yes,2,6,42,53.52,945,2,300,4,MEDIUM,1,1
DIVORCED,New York,0,1,2500,4050,1,1,69115,F,Creative Media,800,NorthEast,1,750,Yes,4,7,57,55.03,2441,4,25,5,HIGH,1,1
MARRIED,Michigan,30664,1,1500,3260,1,1,58421,M,Undefined,1500,Midwest,1,1500,No,8,1,48,54.48,43384,1,2740,5,HIGH,1,1
MARRIED,District of Columbia,72837,1,8000,26500,1,0,60089,F,Administrative and Clerical,900,NorthEast,1,5000,Yes,10,3,43,56.61,74704,1,25,6,HIGH,1,1
MARRIED,District of Columbia,0,1,1000,451,1,1,67005,M,IT,900,NorthEast,1,1000,No,1,1,41,53.12,2552,2,25,2,HIGH,1,1
SINGLE,New York,0,2,0,1890,0,1,65960,M,Undefined,2500,NorthEast,0,720,No,9,5,57,53.71,2572,1,2064,4,MEDIUM,0,1
DIVORCED,California,0,1,3000,9190,1,1,64912,M,Customer Service,1000,West,1,1890,No,15,1,60,53.15,1526,4,840,2,HIGH,1,1
SINGLE,New York,0,2,0,0,0,0,69369,M,Construction and Trades,900,NorthEast,0,0,No,0,2,30,53.11,506,0,25,2,MEDIUM,0,1
DIVORCED,New Mexico,0,3,2005,0,3,1,64250,M,Undefined,900,Southwest,1,2005,No,1,2,38,53.08,839,1,25,1,MEDIUM,1,1
MARRIED,Colorado,0,1,7295,19500,1,1,111404,F,Healthcare,5000,West,1,4300,No,8,5,46,55.99,7222,5,25,6,VERY HIGH,1,1
DIVORCED,Michigan,0,1,3347,0,1,0,61076,M,Creative Media,900,Midwest,1,3347,No,1,2,46,53.08,544,0,34,1,HIGH,1,1
SINGLE,Michigan,0,2,0,0,0,0,59218,M,IT,700,Midwest,0,0,No,0,2,46,53.06,504,1,25,0,MEDIUM,0,1
DIVORCED,New York,3049,5,4000,4950,5,1,70638,M,Undefined,1500,NorthEast,1,350,No,12,3,27,53.21,4225,4,25,3,MEDIUM,1,1
SINGLE,Michigan,0,2,0,0,0,0,72184,M,Construction and Trades,1500,Midwest,0,0,No,0,1,28,53.06,0,0,25,0,MEDIUM,0,0
MARRIED,New York,0,1,8000,5000,1,1,69256,F,IT,800,NorthEast,2,4000,Yes,2,1,41,54.07,1551,4,787,5,VERY HIGH,2,1
DIVORCED,North Carolina,0,1,2800,0,1,0,65513,M,IT,1500,South,1,2800,No,0,1,36,53.06,1131,1,142,0,HIGH,1,1
MARRIED,Michigan,0,1,670,600,1,0,65670,M,Public Safety,800,Midwest,1,670,No,9,1,50,53.33,641,2,631,3,HIGH,1,1
DIVORCED,New York,0,1,4000,2400,1,1,67352,M,IT,1000,NorthEast,1,4000,Yes,4,9,35,54.86,1560,1,25,5,HIGH,1,1
MARRIED,Michigan,0,2,1200,2156,2,0,66675,F,Undefined,1500,Midwest,1,506,No,3,0,32,53.05,774,1,234,2,HIGH,1,1
DIVORCED,California,0,2,2500,0,2,1,66476,M,Childcare and Home,1500,West,1,2500,No,12,0,33,53.85,932,1,379,4,MEDIUM,1,1
DIVORCED,Nevada,0,1,3000,6000,1,1,61779,F,IT,1000,Southwest,1,1950,No,18,9,52,53.05,1353,4,846,2,HIGH,1,1
DIVORCED,Michigan,0,3,2000,3075,3,1,69758,M,IT,1000,Midwest,1,760,No,10,2,28,53.88,1798,1,1022,4,MEDIUM,1,1
MARRIED,Michigan,0,1,1536,2749,1,1,61979,M,IT,1500,Midwest,1,599,Yes,4,0,28,53.39,1290,1,185,4,MEDIUM,1,1
SINGLE,New York,0,2,0,2820,0,1,61224,M,Undefined,500,NorthEast,0,720,No,3,0,47,53.73,14519,1,13999,4,MEDIUM,0,1
SINGLE,New York,0,2,0,0,0,0,68548,M,Undefined,900,NorthEast,0,0,No,0,0,38,53.06,506,1,25,0,MEDIUM,0,1
MARRIED,California,0,1,1136,1100,1,1,60306,F,Construction and Trades,500,West,1,300,Yes,4,0,33,54.01,1120,3,79,5,MEDIUM,1,1
SINGLE,California,0,2,0,0,0,0,62696,M,IT,1000,West,0,0,No,0,0,39,53.1,500,1,25,2,MEDIUM,0,1
MARRIED,California,0,5,6000,14550,5,0,62830,F,Administrative and Clerical,5000,West,1,2500,No,4,0,37,54.12,3245,5,277,5,MEDIUM,1,1
SINGLE,New York,0,2,0,13825,0,1,77283,M,Administrative and Clerical,2500,NorthEast,0,4225,Yes,3,0,48,53.52,1415,2,25,4,MEDIUM,0,1
MARRIED,Florida,0,1,5000,3300,1,0,46727,M,Finance,3500,South,1,1500,No,5,0,42,53.07,884,1,25,1,HIGH,1,1
DIVORCED,New York,0,1,4500,3337,1,1,59736,F,Undefined,4000,NorthEast,1,600,No,4,0,46,53.62,3258,2,25,4,HIGH,1,1
DIVORCED,New York,0,2,4800,9500,2,1,44999,M,Administrative and Clerical,3500,NorthEast,1,2000,No,3,3,32,54.89,3140,4,345,5,MEDIUM,1,1
DIVORCED,District of Columbia,0,3,2000,1850,3,1,67054,M,Customer Service,1500,NorthEast,1,2000,Yes,4,1,35,55.13,914,3,25,5,MEDIUM,1,1
DIVORCED,Wisconsin,0,3,3500,3000,3,1,73727,M,IT,1500,Midwest,1,550,Yes,16,1,23,54.52,1216,2,25,5,MEDIUM,1,1
MARRIED,California,0,1,1700,3800,1,0,67441,F,Customer Service,800,West,1,1700,Yes,4,1,61,53.24,246,1,115,3,VERY HIGH,1,1
SINGLE,Texas,0,3,0,0,3,0,71064,M,IT,1500,Southwest,0,0,No,5,1,27,53.07,520,0,513,1,MEDIUM,0,1
SINGLE,Texas,0,3,0,250,3,0,62384,M,IT,1500,Southwest,0,0,No,0,1,24,53.06,0,2,25,0,LOW,0,0
DIVORCED,Michigan,0,3,3000,3200,3,0,55471,M,Administrative and Clerical,1500,Midwest,1,500,Yes,4,2,27,54.09,829,1,25,5,HIGH,1,1
SINGLE,California,0,4,300,0,3,1,58677,M,Customer Service,800,West,1,300,No,8,1,48,53.12,111,0,25,2,MEDIUM,1,1
SINGLE,Michigan,0,3,0,750,3,0,56356,M,IT,1500,Midwest,0,0,Yes,6,1,21,53.18,0,3,25,3,LOW,0,0
WIDOWED,New York,17288,1,5000,18300,1,1,61577,F,Public Safety,900,NorthEast,1,3100,No,4,0,70,54.38,41803,2,23993,5,HIGH,1,1
MARRIED,District of Columbia,0,3,1500,0,3,0,72677,M,Healthcare,1500,NorthEast,1,1500,No,0,1,24,53.06,0,1,25,0,HIGH,1,1
SINGLE,New York,0,2,0,6568,0,0,64887,M,Transportation,600,NorthEast,0,2968,Yes,0,3,47,53.94,18100,2,17548,4,MEDIUM,0,1
MARRIED,New York,0,5,1000,550,5,1,55236,F,IT,2500,NorthEast,1,1000,No,15,7,27,53.99,21907,2,21879,5,MEDIUM,1,1
SINGLE,New York,0,4,0,0,6,0,65111,M,Healthcare,700,NorthEast,0,0,No,0,1,72,53.0,234,0,25,2,LOW,0,1
SINGLE,North Carolina,0,3,450,700,3,1,63947,M,Healthcare,1000,South,1,450,Yes,4,1,21,53.47,543,1,251,4,MEDIUM,1,1
DIVORCED,Nevada,0,1,3500,2250,1,1,68450,F,Undefined,1000,Southwest,1,300,Yes,8,1,42,54.25,406,1,141,5,HIGH,1,1
DIVORCED,New York,0,1,4500,5200,1,1,88530,F,Healthcare,3500,NorthEast,2,850,Yes,3,1,45,54.28,2814,4,25,5,VERY HIGH,2,1
MARRIED,Michigan,0,5,1500,701,5,1,67365,F,Creative Media,1000,Midwest,1,1,Yes,3,1,58,53.75,354,3,25,4,MEDIUM,1,1
SINGLE,New York,0,3,450,750,3,0,69514,F,IT,1000,NorthEast,1,450,Yes,4,1,21,53.19,143,3,50,3,HIGH,1,1
MARRIED,Oregon,0,3,1400,0,3,0,62622,M,Public Safety,1000,West,1,1400,No,0,1,23,53.06,0,0,25,0,HIGH,1,1
MARRIED,New York,0,3,1500,1300,3,1,66583,M,Healthcare,1000,NorthEast,1,300,Yes,6,1,27,53.41,1614,1,1262,4,MEDIUM,1,1
DIVORCED,California,0,3,2000,0,3,0,61050,M,Undefined,900,West,1,2000,No,0,2,75,53.06,504,1,25,0,HIGH,1,1
DIVORCED,California,0,1,3000,4100,1,1,65832,F,Administrative and Clerical,800,West,2,900,Yes,2,1,64,54.25,1568,1,277,5,VERY HIGH,2,1
MARRIED,Mississippi,0,1,1300,1250,1,1,63704,F,Customer Service,1500,South,1,1300,Yes,4,1,33,53.96,360,3,86,5,HIGH,1,1
SINGLE,New York,0,2,0,0,0,0,61043,M,Undefined,900,NorthEast,0,0,No,0,2,32,53.09,1178,1,25,1,MEDIUM,0,1
DIVORCED,Michigan,0,1,2500,4000,1,1,70982,F,IT,1500,Midwest,1,600,No,4,3,57,53.55,917,1,276,4,HIGH,1,1
DIVORCED,California,0,3,2200,3800,3,1,70837,M,Administrative and Clerical,1500,West,1,650,Yes,17,3,65,54.32,2003,2,25,5,HIGH,1,1
MARRIED,Florida,0,1,6000,5100,1,0,59140,F,IT,900,South,1,1000,Yes,8,4,43,56.77,2297,4,35,6,HIGH,1,1
MARRIED,District of Columbia,0,1,5200,0,1,1,88565,M,Healthcare,3500,NorthEast,1,5200,No,2,2,46,53.08,0,0,30,1,VERY HIGH,1,1
DIVORCED,District of Columbia,0,1,4647,10200,1,0,56834,F,Undefined,1900,NorthEast,1,5000,No,16,2,48,53.51,4003,4,1723,4,HIGH,1,1
DIVORCED,Texas,0,4,3477,5500,3,1,62718,F,Education,500,Southwest,1,1700,No,4,6,52,53.66,1848,2,129,4,MEDIUM,1,1
SINGLE,New York,0,2,0,0,0,0,62951,M,Construction and Trades,1000,NorthEast,0,0,No,0,2,0,53.06,500,0,25,0,LOW,0,1
SINGLE,Michigan,0,2,0,0,0,0,67468,M,Customer Service,900,Midwest,0,0,No,0,2,79,53.09,506,0,25,1,HIGH,0,1
OTHER,Minnesota,506,4,44237,0,3,1,58216,M,Creative Media,900,West,1,44237,No,6,2,56,53.16,2220,2,690,2,MEDIUM,1,1
MARRIED,California,0,4,900,2820,3,1,60789,M,Customer Service,900,West,1,720,No,13,4,58,53.52,1584,6,1066,4,MEDIUM,1,1
SINGLE,California,66091,4,300,250,3,0,59740,M,Creative Media,800,West,1,300,Yes,1,2,72,56.06,66617,2,25,6,HIGH,1,1
DIVORCED,District of Columbia,0,1,2000,7900,1,1,58773,F,Creative Media,1100,NorthEast,1,2000,Yes,4,2,64,57.04,2857,1,71,6,HIGH,1,1
MARRIED,New York,0,1,1800,5120,1,1,58472,F,Administrative and Clerical,1000,NorthEast,1,1170,Yes,3,6,37,55.14,2082,1,61,5,MEDIUM,1,1
WIDOWED,Oklahoma,0,4,5000,10300,4,1,61729,F,Administrative and Clerical,500,Midwest,1,3100,Yes,2,2,53,60.75,6185,4,25,7,MEDIUM,1,1
